order_id,customer_id,restaurant_id,order_date,city,order_amount,discount_amount,delivery_fee,payment_mode,order_status,delivery_time_min,food_cost,delivery_cost
1,1,35,2024-12-18,Pune,1989,150,50,Cash,Cancelled,70,1151.68,111
2,2,5,2025-12-28,Kolkata,1620,150,30,UPI,Delivered,23,736.3,84
3,2,18,2025-07-18,Kolkata,265,0,20,UPI,Delivered,58,107.16,50
4,3,82,2024-08-10,Delhi,842,0,40,Wallet,Delivered,44,447.95,67
5,3,20,2025-08-01,Delhi,678,200,30,Wallet,Delivered,55,336.33,132
6,3,70,2025-09-30,Delhi,541,50,40,UPI,Delivered,23,210.74,48
7,3,83,2025-10-03,Delhi,364,0,50,UPI,Delivered,30,162.29,80
8,3,1,2024-08-09,Delhi,1175,0,40,Cash,Cancelled,21,656.75,39
9,3,48,2024-01-11,Delhi,1224,0,20,UPI,Delivered,55,434.26,88
10,3,80,2025-03-27,Delhi,735,0,30,Card,Delivered,63,361.11,68
11,3,30,2025-04-27,Delhi,593,150,40,Wallet,Cancelled,40,329.98,96
12,3,55,2025-10-25,Delhi,399,100,20,Cash,Delivered,59,145.11,111
13,3,57,2024-10-25,Delhi,1530,200,40,Wallet,Delivered,19,552.25,45
14,3,12,2025-06-29,Delhi,1337,200,50,Card,Delivered,24,602.4,74
15,3,34,2025-10-16,Delhi,652,150,20,Card,Delivered,51,336.09,90
16,3,55,2025-09-23,Delhi,981,0,40,Card,Delivered,49,496.08,130
17,3,29,2024-10-19,Delhi,503,0,50,UPI,Delivered,15,252.0,143
18,3,53,2024-06-09,Delhi,1036,0,50,Cash,Delivered,60,509.33,92
19,4,64,2025-07-22,Bengaluru,1055,0,20,Cash,Delivered,52,565.53,79
20,5,2,2024-10-03,Delhi,359,50,40,UPI,Delivered,34,179.45,112
21,5,71,2024-09-09,Delhi,1352,0,40,Card,Delivered,64,595.33,125
22,5,48,2024-08-09,Delhi,1636,50,50,Wallet,Delivered,18,622.14,134
23,5,1,2025-08-01,Delhi,1174,0,40,Card,Delivered,53,661.14,139
24,6,100,2024-03-12,Bengaluru,1796,0,20,Wallet,Delivered,52,871.77,42
25,6,91,2024-10-03,Bengaluru,1877,200,30,Card,Delivered,43,778.18,65
26,6,66,2025-07-05,Bengaluru,622,100,30,Wallet,Delivered,25,345.3,35
27,7,64,2024-09-29,Chennai,1069,0,20,Cash,Delivered,67,509.39,89
28,7,51,2024-08-30,Chennai,1648,150,40,Cash,Delivered,16,619.54,101
29,8,73,2024-01-16,Chennai,1859,0,20,UPI,Delivered,65,949.36,140
30,8,12,2025-07-03,Chennai,1719,0,40,Card,Delivered,22,699.35,98
31,8,47,2024-04-29,Chennai,1760,50,20,Wallet,Cancelled,17,1037.67,142
32,8,43,2024-10-06,Chennai,1395,200,20,Wallet,Delivered,38,493.84,43
33,8,37,2025-10-31,Chennai,832,0,40,UPI,Delivered,16,435.33,136
34,8,20,2024-02-18,Chennai,1326,50,30,Card,Delivered,24,719.64,53
35,8,29,2024-02-19,Chennai,1101,100,20,UPI,Delivered,36,508.71,109
36,9,91,2025-05-30,Kolkata,1602,150,40,Card,Delivered,45,927.12,96
37,9,57,2024-05-08,Kolkata,427,50,20,UPI,Delivered,37,171.86,110
38,10,3,2024-04-03,Ahmedabad,1825,0,30,UPI,Delivered,44,927.4,62
39,11,12,2025-12-30,Ahmedabad,1938,0,30,Card,Cancelled,66,785.86,119
40,11,78,2025-05-01,Ahmedabad,1500,0,50,Card,Delivered,50,669.96,49
41,12,54,2025-04-09,Mumbai,1914,50,40,UPI,Delivered,39,823.55,46
42,12,49,2024-11-21,Mumbai,510,200,20,UPI,Delivered,48,270.72,75
43,13,45,2024-03-15,Kolkata,644,50,40,Wallet,Delivered,23,245.26,133
44,14,66,2025-01-31,Ahmedabad,1524,0,30,Wallet,Delivered,53,784.47,37
45,14,96,2025-10-17,Ahmedabad,550,0,30,Card,Delivered,23,307.57,42
46,15,5,2025-07-11,Chennai,529,50,50,Card,Delivered,20,317.25,140
47,16,90,2025-06-09,Delhi,1778,0,20,Cash,Delivered,42,693.1,57
48,17,7,2025-11-22,Mumbai,1537,150,30,Cash,Delivered,32,866.02,40
49,18,68,2024-08-23,Pune,467,0,30,Wallet,Delivered,43,200.36,83
50,18,80,2025-06-09,Pune,1119,0,50,Wallet,Delivered,40,408.63,74
51,18,7,2025-06-20,Pune,365,200,50,Card,Delivered,70,168.0,50
52,18,52,2024-10-05,Pune,325,150,50,Wallet,Delivered,68,173.97,56
53,18,67,2024-11-03,Pune,1846,0,30,Wallet,Delivered,70,948.87,76
54,18,26,2025-06-18,Pune,467,100,30,Cash,Delivered,16,188.98,96
55,18,17,2025-07-21,Pune,393,0,20,Cash,Delivered,43,163.88,124
56,18,75,2025-02-28,Pune,529,0,30,Cash,Cancelled,70,187.36,89
57,18,88,2024-12-01,Pune,739,150,30,Cash,Cancelled,65,384.52,137
58,18,16,2025-02-25,Pune,279,0,50,Card,Delivered,52,150.34,108
59,18,62,2024-12-25,Pune,1320,0,50,Wallet,Delivered,17,768.48,136
60,18,15,2025-05-12,Pune,1283,200,40,Wallet,Delivered,18,550.59,63
61,18,85,2024-03-30,Pune,1421,0,20,Wallet,Delivered,35,620.65,37
62,18,99,2024-12-30,Pune,1250,100,40,UPI,Delivered,18,731.69,53
63,18,30,2025-01-12,Pune,1157,0,40,Wallet,Delivered,40,475.63,99
64,19,41,2024-04-27,Ahmedabad,607,200,20,Cash,Cancelled,25,319.5,66
65,19,50,2025-05-08,Ahmedabad,1007,0,50,Cash,Delivered,29,401.57,78
66,19,52,2024-05-03,Ahmedabad,1747,0,30,Card,Delivered,42,737.14,92
67,20,98,2024-03-06,Hyderabad,1332,0,40,Wallet,Delivered,23,714.26,93
68,20,59,2025-02-17,Hyderabad,854,50,40,UPI,Delivered,34,337.27,132
69,20,25,2025-12-20,Hyderabad,674,50,20,Wallet,Delivered,70,399.77,108
70,20,100,2025-01-22,Hyderabad,1828,150,50,Cash,Delivered,65,836.26,115
71,20,100,2025-01-29,Hyderabad,1963,0,20,Cash,Delivered,49,918.48,150
72,20,15,2025-06-21,Hyderabad,1862,200,30,Wallet,Delivered,22,962.44,134
73,20,82,2025-10-08,Hyderabad,1607,50,20,Card,Delivered,55,916.76,123
74,20,98,2025-03-31,Hyderabad,1760,0,40,Wallet,Delivered,17,1033.67,117
75,21,48,2024-02-19,Ahmedabad,980,200,50,Wallet,Delivered,54,493.44,60
76,21,45,2024-05-28,Ahmedabad,1789,100,40,Wallet,Delivered,36,762.28,56
77,21,100,2024-12-02,Ahmedabad,696,0,30,Card,Delivered,48,410.92,122
78,21,4,2024-12-10,Ahmedabad,550,200,20,Cash,Delivered,26,288.47,145
79,22,90,2025-01-02,Kolkata,856,200,30,Cash,Delivered,49,341.95,72
80,22,19,2025-05-11,Kolkata,1986,0,50,Card,Delivered,43,789.6,76
81,22,16,2024-12-14,Kolkata,1163,50,50,Cash,Delivered,57,559.5,83
82,23,87,2024-01-13,Chennai,1906,150,30,Card,Delivered,46,979.74,145
83,23,12,2025-09-25,Chennai,1181,0,50,Card,Delivered,52,579.56,38
84,23,33,2024-05-07,Chennai,1256,100,50,Wallet,Delivered,57,547.46,86
85,24,14,2024-08-10,Kolkata,395,150,40,Card,Delivered,48,155.96,136
86,24,94,2025-07-02,Kolkata,470,200,20,Cash,Delivered,60,222.92,80
87,24,17,2025-07-02,Kolkata,1113,150,30,Wallet,Delivered,28,595.28,54
88,24,12,2025-05-18,Kolkata,1008,0,50,Wallet,Delivered,69,512.75,142
89,25,20,2024-12-22,Ahmedabad,989,50,40,Card,Delivered,56,567.36,112
90,26,43,2025-07-07,Delhi,1432,0,50,Wallet,Delivered,29,775.7,44
91,27,86,2025-03-26,Pune,1459,200,40,Card,Delivered,35,640.24,124
92,27,29,2025-10-24,Pune,1375,0,50,Wallet,Cancelled,17,634.77,101
93,27,85,2024-03-04,Pune,1690,0,50,Card,Delivered,35,695.8,135
94,27,32,2025-07-28,Pune,1353,0,40,Cash,Delivered,28,767.2,111
95,27,70,2025-04-05,Pune,726,100,30,Cash,Delivered,56,296.14,142
96,27,8,2025-11-15,Pune,1754,0,50,Wallet,Delivered,38,971.57,60
97,28,36,2025-08-14,Ahmedabad,1303,50,20,UPI,Delivered,41,768.21,111
98,28,97,2024-12-08,Ahmedabad,500,0,20,UPI,Cancelled,46,213.81,96
99,28,98,2024-05-11,Ahmedabad,1040,100,50,UPI,Delivered,58,453.5,126
100,29,34,2025-01-21,Ahmedabad,1767,50,20,Wallet,Delivered,56,647.22,92
101,30,83,2024-05-02,Mumbai,385,100,20,Card,Delivered,24,210.99,107
102,30,74,2024-07-27,Mumbai,856,100,20,Cash,Delivered,22,498.56,122
103,30,15,2025-10-13,Mumbai,1279,50,40,Card,Delivered,41,583.08,65
104,30,13,2024-07-26,Mumbai,1297,0,30,Wallet,Cancelled,38,527.4,86
105,30,38,2024-01-22,Mumbai,1173,150,50,Card,Delivered,68,459.75,129
106,30,29,2025-12-12,Mumbai,1906,150,30,Card,Delivered,61,742.43,119
107,31,17,2025-07-26,Kolkata,1456,0,20,Cash,Delivered,27,775.37,107
108,32,31,2025-06-10,Bengaluru,605,50,50,Cash,Delivered,36,339.63,111
109,32,29,2024-06-02,Bengaluru,1833,0,30,Wallet,Cancelled,48,727.35,49
110,32,11,2025-05-10,Bengaluru,985,100,30,Wallet,Delivered,34,487.74,59
111,33,79,2024-01-27,Pune,1183,200,50,Cash,Delivered,16,504.87,77
112,34,67,2024-10-31,Ahmedabad,1119,50,30,UPI,Cancelled,23,606.11,44
113,35,77,2025-06-07,Bengaluru,1505,0,50,UPI,Cancelled,21,543.75,111
114,35,37,2025-05-03,Bengaluru,1315,50,40,UPI,Delivered,50,714.42,35
115,35,30,2025-04-15,Bengaluru,1169,150,30,Cash,Delivered,54,508.9,120
116,35,16,2024-01-24,Bengaluru,363,50,40,Wallet,Delivered,31,186.81,61
117,35,94,2025-01-15,Bengaluru,605,50,40,Wallet,Delivered,47,308.68,128
118,35,100,2024-11-04,Bengaluru,855,0,40,Cash,Delivered,70,399.37,66
119,35,99,2024-11-27,Bengaluru,1980,200,50,Card,Delivered,45,845.68,121
120,35,42,2024-04-20,Bengaluru,1543,100,20,Cash,Delivered,39,573.81,55
121,35,33,2025-03-01,Bengaluru,1797,0,30,Cash,Delivered,58,948.74,150
122,35,37,2024-09-03,Bengaluru,606,0,40,Card,Delivered,20,329.55,125
123,35,77,2024-12-29,Bengaluru,509,50,20,Card,Cancelled,69,274.24,82
124,35,100,2024-02-08,Bengaluru,1668,150,30,Cash,Cancelled,32,835.63,78
125,35,44,2024-09-25,Bengaluru,559,0,50,Cash,Delivered,42,270.85,82
126,35,27,2025-07-19,Bengaluru,1804,0,20,Wallet,Delivered,19,1019.45,50
127,35,47,2025-02-15,Bengaluru,725,0,40,Card,Cancelled,62,328.44,95
128,36,87,2024-04-05,Mumbai,1595,200,30,UPI,Delivered,19,784.82,113
129,36,4,2025-03-04,Mumbai,603,100,20,Cash,Delivered,20,299.29,79
130,37,8,2024-08-24,Pune,1371,100,40,Card,Delivered,41,554.75,91
131,38,71,2024-06-09,Bengaluru,1870,200,20,Wallet,Delivered,44,685.9,51
132,38,62,2025-12-15,Bengaluru,485,0,30,Card,Delivered,33,192.97,121
133,38,54,2024-06-15,Bengaluru,1678,0,30,Wallet,Delivered,41,653.48,78
134,38,58,2024-04-07,Bengaluru,678,50,50,Card,Cancelled,37,384.4,62
135,39,14,2024-04-30,Mumbai,1853,50,40,Cash,Cancelled,60,1047.32,125
136,40,54,2025-06-26,Delhi,451,0,30,UPI,Delivered,25,253.37,55
137,40,66,2025-05-09,Delhi,1755,100,20,Wallet,Delivered,36,845.34,48
138,40,77,2025-03-01,Delhi,1551,0,30,Card,Delivered,59,698.41,119
139,41,45,2024-05-03,Delhi,941,150,30,UPI,Delivered,26,434.4,111
140,41,13,2025-10-11,Delhi,760,50,50,Cash,Cancelled,60,277.41,44
141,41,70,2024-10-24,Delhi,522,100,40,UPI,Cancelled,63,271.92,79
142,42,87,2024-11-06,Mumbai,727,200,50,Cash,Delivered,63,370.1,84
143,42,12,2024-07-09,Mumbai,1344,0,20,Card,Delivered,31,684.8,69
144,43,2,2024-10-10,Bengaluru,484,0,40,Card,Cancelled,19,184.8,81
145,44,62,2025-09-11,Chennai,1301,200,50,UPI,Delivered,21,662.12,83
146,44,85,2025-06-30,Chennai,250,0,20,Cash,Delivered,19,102.12,112
147,45,45,2025-05-31,Mumbai,1926,50,50,Cash,Delivered,17,1098.05,50
148,45,88,2024-07-10,Mumbai,453,0,40,Card,Delivered,58,206.43,72
149,46,16,2025-10-24,Chennai,1707,0,20,Wallet,Delivered,59,844.32,55
150,47,15,2025-11-29,Bengaluru,708,0,40,Card,Cancelled,57,310.39,133
151,47,30,2025-09-23,Bengaluru,1020,150,50,Card,Delivered,43,444.44,74
152,48,75,2025-03-02,Mumbai,695,150,20,Card,Delivered,23,348.42,78
153,49,70,2024-10-30,Delhi,637,100,40,Wallet,Delivered,15,310.19,62
154,49,59,2025-10-30,Delhi,1433,0,30,UPI,Delivered,23,508.28,60
155,49,71,2025-06-24,Delhi,595,150,50,UPI,Delivered,16,262.19,106
156,50,46,2024-05-02,Delhi,940,100,50,Wallet,Delivered,46,446.2,66
157,51,53,2024-11-03,Mumbai,956,200,40,UPI,Cancelled,43,341.37,51
158,51,38,2024-02-28,Mumbai,1343,100,30,Wallet,Delivered,26,789.62,70
159,51,27,2024-02-07,Mumbai,1485,0,20,Card,Delivered,58,790.06,84
160,51,12,2024-03-13,Mumbai,809,0,40,Wallet,Delivered,55,407.43,89
161,52,85,2024-09-13,Mumbai,360,0,50,Wallet,Delivered,46,163.47,114
162,53,70,2024-04-05,Bengaluru,1551,50,40,Wallet,Delivered,33,818.36,77
163,53,29,2025-02-03,Bengaluru,1433,0,30,Wallet,Delivered,54,747.75,58
164,53,91,2025-02-19,Bengaluru,1558,0,40,Card,Delivered,49,557.55,140
165,53,98,2025-10-13,Bengaluru,468,200,40,UPI,Delivered,21,172.94,53
166,54,66,2025-12-14,Chennai,867,50,20,Wallet,Delivered,24,326.68,131
167,55,4,2025-12-16,Bengaluru,1760,0,50,Wallet,Cancelled,30,767.24,144
168,56,23,2025-02-28,Hyderabad,1607,50,40,Wallet,Cancelled,32,575.38,141
169,56,87,2024-08-08,Hyderabad,1412,0,20,Cash,Delivered,40,748.08,87
170,57,40,2024-11-22,Bengaluru,417,0,40,Card,Delivered,43,241.38,128
171,58,60,2025-10-24,Hyderabad,1557,0,30,Card,Delivered,28,686.15,146
172,58,32,2024-09-27,Hyderabad,844,0,20,Wallet,Delivered,49,394.09,52
173,59,81,2024-02-13,Ahmedabad,1101,150,30,Card,Delivered,69,537.58,144
174,60,93,2024-06-10,Chennai,1662,50,40,Card,Delivered,68,655.73,80
175,61,32,2024-12-30,Hyderabad,1576,50,30,UPI,Delivered,25,910.54,114
176,62,63,2025-04-11,Chennai,1726,150,30,UPI,Delivered,40,858.81,146
177,63,47,2025-09-02,Pune,1490,50,20,UPI,Cancelled,43,523.21,93
178,64,26,2025-07-05,Mumbai,250,0,30,UPI,Delivered,45,137.52,142
179,65,19,2025-09-04,Pune,1722,0,20,UPI,Delivered,15,673.64,86
180,65,97,2025-11-22,Pune,921,0,30,Card,Delivered,41,414.67,72
181,66,83,2025-11-11,Mumbai,1592,150,30,UPI,Cancelled,28,866.32,140
182,66,76,2024-10-29,Mumbai,518,150,50,Wallet,Delivered,67,229.36,110
183,67,56,2025-06-12,Kolkata,560,0,30,UPI,Delivered,26,196.2,67
184,67,10,2024-12-14,Kolkata,1500,0,40,Card,Delivered,40,550.08,105
185,67,38,2024-02-25,Kolkata,1354,150,40,Wallet,Cancelled,53,713.81,117
186,68,47,2025-05-03,Hyderabad,636,50,50,Card,Delivered,23,267.11,43
187,68,42,2024-06-24,Hyderabad,1121,100,40,Cash,Delivered,63,479.53,66
188,69,59,2025-11-05,Delhi,1751,100,30,Cash,Delivered,37,808.1,123
189,70,45,2025-12-19,Kolkata,1476,0,50,Wallet,Delivered,21,711.83,109
190,70,35,2025-05-09,Kolkata,279,0,30,Card,Delivered,23,124.31,95
191,71,80,2024-09-30,Bengaluru,1637,0,50,Wallet,Cancelled,45,600.55,118
192,71,34,2025-10-07,Bengaluru,1783,0,50,Card,Delivered,41,999.32,102
193,71,39,2024-12-15,Bengaluru,783,150,20,Card,Delivered,34,380.07,135
194,71,81,2024-12-22,Bengaluru,1486,100,40,Wallet,Delivered,44,684.38,129
195,71,2,2024-05-28,Bengaluru,615,150,30,Cash,Delivered,35,286.27,77
196,71,73,2024-10-20,Bengaluru,1456,0,30,Wallet,Delivered,26,617.54,35
197,71,15,2025-09-16,Bengaluru,731,150,30,Cash,Delivered,43,421.31,138
198,71,32,2024-07-20,Bengaluru,1596,0,40,UPI,Delivered,27,720.29,89
199,71,70,2025-12-16,Bengaluru,1918,50,30,Card,Delivered,20,964.6,94
200,71,53,2025-08-03,Bengaluru,1521,0,50,UPI,Delivered,55,615.39,113
201,71,21,2025-04-28,Bengaluru,691,200,30,UPI,Delivered,59,354.27,64
202,71,24,2024-06-03,Bengaluru,343,0,20,Wallet,Delivered,66,189.65,62
203,71,14,2025-01-15,Bengaluru,1808,0,40,Cash,Delivered,17,781.67,75
204,71,6,2024-06-17,Bengaluru,974,0,40,Cash,Delivered,48,526.02,124
205,71,70,2025-02-26,Bengaluru,1122,150,30,Wallet,Delivered,56,628.89,81
206,72,74,2025-07-10,Chennai,1575,50,20,Card,Delivered,51,575.4,47
207,73,88,2024-10-31,Hyderabad,950,0,40,Wallet,Delivered,54,351.76,90
208,74,74,2024-01-26,Delhi,640,200,40,Cash,Delivered,69,232.88,62
209,74,33,2025-10-16,Delhi,1872,50,20,UPI,Delivered,39,929.88,71
210,74,57,2025-12-28,Delhi,1503,50,40,Card,Delivered,55,645.67,99
211,74,3,2024-05-17,Delhi,659,0,30,UPI,Delivered,15,262.17,117
212,74,41,2025-11-10,Delhi,548,0,40,Cash,Delivered,52,282.06,84
213,74,35,2025-04-24,Delhi,974,50,50,UPI,Delivered,34,360.44,62
214,74,85,2024-07-14,Delhi,1728,0,40,Card,Delivered,31,723.05,44
215,74,10,2025-04-02,Delhi,1653,0,50,Card,Delivered,30,578.71,37
216,74,52,2024-10-24,Delhi,607,150,40,Card,Delivered,39,364.14,88
217,74,51,2025-07-25,Delhi,261,50,30,Card,Delivered,24,123.0,69
218,74,56,2024-10-16,Delhi,359,200,30,Cash,Delivered,69,183.73,106
219,74,77,2024-11-08,Delhi,1730,100,40,Cash,Delivered,26,613.98,43
220,74,56,2025-09-04,Delhi,671,150,20,Cash,Delivered,35,284.91,38
221,74,35,2024-07-04,Delhi,438,0,50,UPI,Delivered,63,262.67,128
222,74,65,2024-10-26,Delhi,1180,150,50,Wallet,Delivered,37,590.88,108
223,75,52,2025-04-07,Pune,1929,200,20,UPI,Delivered,47,1041.38,146
224,76,5,2025-02-13,Pune,1889,150,40,Cash,Delivered,23,775.18,100
225,76,14,2025-01-25,Pune,406,150,20,Card,Delivered,41,215.76,43
226,76,23,2024-06-14,Pune,1424,100,30,Cash,Delivered,62,644.64,100
227,77,40,2024-11-20,Ahmedabad,1373,0,20,Cash,Delivered,39,682.3,144
228,78,31,2025-10-25,Chennai,1404,0,50,Card,Delivered,68,720.8,100
229,78,68,2024-04-03,Chennai,1804,100,20,Wallet,Delivered,29,857.15,119
230,78,62,2025-07-08,Chennai,1530,100,40,Card,Cancelled,68,686.23,112
231,79,41,2025-11-05,Hyderabad,1109,50,30,Cash,Delivered,43,413.2,105
232,79,7,2025-12-30,Hyderabad,747,0,20,Card,Delivered,51,427.23,134
233,79,5,2025-07-25,Hyderabad,890,100,20,UPI,Delivered,49,420.13,36
234,80,52,2025-06-02,Mumbai,1295,200,30,UPI,Cancelled,62,640.44,40
235,81,13,2024-01-27,Mumbai,1688,100,50,Wallet,Delivered,16,974.31,90
236,81,92,2024-01-22,Mumbai,1746,50,50,UPI,Delivered,33,850.6,51
237,81,87,2024-04-25,Mumbai,1742,0,30,UPI,Delivered,25,871.66,45
238,81,3,2024-12-18,Mumbai,1210,0,50,Cash,Delivered,29,627.1,56
239,81,46,2025-10-06,Mumbai,765,0,50,Wallet,Delivered,63,351.98,90
240,81,47,2025-05-26,Mumbai,344,150,50,Cash,Delivered,31,185.55,119
241,81,59,2024-12-09,Mumbai,1643,150,30,Card,Delivered,45,903.76,118
242,81,41,2025-08-23,Mumbai,683,0,30,Cash,Delivered,69,267.47,123
243,81,4,2025-09-16,Mumbai,484,0,50,UPI,Cancelled,27,239.56,95
244,81,3,2024-09-17,Mumbai,604,200,20,UPI,Cancelled,64,229.32,110
245,81,51,2025-01-15,Mumbai,704,0,40,Card,Delivered,22,343.0,80
246,81,11,2025-01-20,Mumbai,1427,100,40,Cash,Cancelled,21,782.3,141
